doi,title,first_author,year,journal,source,file,oa_status,added_by,added_at
10.3390/ijms24076097,Melatonin and Exercise Counteract Sarcopenic Obesity through Preservation of Satellite Cell Function,Sakulrat Mankhong,2023,International Journal of Molecular Sciences,hargreaves2020,2023_Sakulrat-Mankhong_W4360860135.pdf,gold,team,2026-06-05
10.1183/16000617.0110-2023,Balancing the value and risk of exercise-based therapy post-COVID-19: a narrative review,Sally Singh,2023,European Respiratory Review,hargreaves2020,2023_Sally-Singh_W4390005710.pdf,diamond,team,2026-06-05
10.5498/wjp.v13.i5.234,Associations between Borg’s rating of perceived exertion and changes in urinary organic acid metabolites after outdoor weight-bearing hiking,Peipei Sang,2023,World Journal of Psychiatry,hargreaves2020,2023_Sang_W4377096797.pdf,diamond,team,2026-06-05
10.3389/fnut.2023.1266422,"Acute consumption of a branched chain amino acid and vitamin B-6 containing sports drink does not improve multiple sprint exercise performance, but increases post-exercise blood glucose",Saro D. Farra,2023,Frontiers in Nutrition,hargreaves2020,2023_Saro-D-Farra_W4389340244.pdf,gold,team,2026-06-05
10.3390/cells12162104,Tripartite Motif-Containing Protein 32 (TRIM32): What Does It Do for Skeletal Muscle?,Seung Yeon Jeong,2023,Cells,hargreaves2020,2023_Seung-Yeon-Jeong_W4386029108.pdf,gold,team,2026-06-05
10.3389/fphys.2023.1028643,"Acute effects of moderate vs. vigorous endurance exercise on urinary metabolites in healthy, young, physically active men—A multi-platform metabolomics approach",Sina Kistner,2023,Frontiers in Physiology,hargreaves2020,2023_Sina-Kistner_W4318473716.pdf,gold,team,2026-06-05
10.17309/tmfv.2023.6.12,Effect of Speed Agility Quickness and Circuit Training on Lipid Profile of Soccer Players: An Observational Study,Sm Farooque,2023,Physical Education Theory and Methodology,hargreaves2020,2023_Sm-Farooque_W4390439770.pdf,gold,team,2026-06-05
10.3390/jfmk8020049,"The Effects of Anchor Schemes on Performance Fatigability, Neuromuscular Responses and the Perceived Sensations That Contributed to Task Termination",Robert W. Smith,2023,Journal of Functional Morphology and Kinesiology,hargreaves2020,2023_Smith_W4366986434.pdf,gold,team,2026-06-05
10.1101/2023.04.11.535671,Molecular profiling of high-level athlete skeletal muscle after acute exercise – a systems biology approach,Stefan Markus Reitzner,2023,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2023_Stefan-Markus-Reitzner_W4364356073.pdf,green,team,2026-06-05
10.3389/fphys.2023.1260346,Reliability of a semi-tethered front crawl sprint performance test in adolescent swimmers,Stefan Szczepan,2023,Frontiers in Physiology,hargreaves2020,2023_Stefan-Szczepan_W4389679882.pdf,gold,team,2026-06-05
10.1016/j.metabol.2023.155582,"Unraveling the mystery of isocaloric endurance training - Influence of exercise modality, biological sex, and physical fitness",Thomas Stöggl,2023,Metabolism,hargreaves2020,2023_Stöggl_W4376225200.pdf,hybrid,team,2026-06-05
10.3389/fmolb.2023.1130183,Histone deacetylase functions and therapeutic implications for adult skeletal muscle metabolism,Susanna Molinari,2023,Frontiers in Molecular Biosciences,hargreaves2020,2023_Susanna-Molinari_W4324376993.pdf,gold,team,2026-06-05
10.3390/metabo13101103,Moderate Effects of Hypoxic Training at Low and Supramaximal Intensities on Skeletal Muscle Metabolic Gene Expression in Mice,Svitlana Drozdovska,2023,Metabolites,hargreaves2020,2023_Svitlana-Drozdovska_W4387847579.pdf,gold,team,2026-06-05
10.3389/fmmed.2023.1305960,"Spatial adjustment of bioenergetics, a possible determinant of contractile adaptation and development of contractile failure",Marten Szibor,2023,Frontiers in Molecular Medicine,hargreaves2020,2023_Szibor_W4389397836.pdf,diamond,team,2026-06-05
10.1101/2023.05.12.23289815,Adrenaline rush in athletes: Visualizing glucose fluctuations during high-intensity races,Taira Kajisa,2023,medRxiv,hargreaves2020,2023_Taira-Kajisa_W4376637548.pdf,green,team,2026-06-05
10.52082/jssm.2023.58,Identifying the Optimal Arm Priming Exercise Intensity to Improve Maximal Leg Sprint Cycling Performance,Tatsuya Matsumoto,2023,Journal of Sports Science and Medicine,hargreaves2020,2023_Tatsuya-Matsumoto_W4317812128.pdf,hybrid,team,2026-06-05
10.1101/2023.04.07.535779,"Intracellular Cytomatrix, Immobilized Biocatalysis, Matrix Micromechanics and The Warburg Effect: Entanglement of Two Age-Old Mysteries of the Normal and Malignant Cell",Tattym E. Shaiken,2023,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2023_Tattym-E-Shaiken_W4362705238.pdf,green,team,2026-06-05
10.1016/b978-0-323-85125-1.00140-x,"Carcass composition, muscle structure, fiber contraction",Thierry Astruc,2023,Elsevier eBooks,hargreaves2020,2023_Thierry-Astruc_W4320151646.pdf,green,team,2026-06-05
10.1101/2023.11.08.566262,Behavioral adaptation to changing energy constraints via altered frequency of movement selection,Thomas Darveniza,2023,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2023_Thomas-Darveniza_W4388620836.pdf,green,team,2026-06-05
10.1186/s12877-023-04357-4,Decreased intracellular water is associated with sarcopenic obesity in chronic haemodialysis patients,Maolu Tian,2023,BMC Geriatrics,hargreaves2020,2023_Tian_W4387398194.pdf,gold,team,2026-06-05
10.3389/fphys.2023.1150265,Low carbohydrate high fat ketogenic diets on the exercise crossover point and glucose homeostasis,Timothy D. Noakes,2023,Frontiers in Physiology,hargreaves2020,2023_Timothy-D-Noakes_W4361209220.pdf,gold,team,2026-06-05
10.1538/expanim.23-0074,Differences in exercise capacity and muscle glycogen metabolism in C57BL/6J and BALB/cA mice,Tohru MIYATA,2023,EXPERIMENTAL ANIMALS,hargreaves2020,2023_Tohru-MIYATA_W4386596025.pdf,diamond,team,2026-06-05
10.17179/excli2023-6608,Alpha-ketoglutarate partially alleviates effects of high-fat high-fructose diet in mouse muscle,Myroslava Vatashchuk,2023,PubMed,hargreaves2020,2023_Vatashchuk_W4390988780.pdf,green,team,2026-06-05
10.1186/s40795-022-00662-0,Nutritional intake of sport undergraduates in Sabaragamuwa University of Sri Lanka,W. Rupasinghe,2023,BMC Nutrition,hargreaves2020,2023_W-Rupasinghe_W4313453456.pdf,gold,team,2026-06-05
10.3390/ijms24032702,Garcinol Promotes the Formation of Slow-Twitch Muscle Fibers by Inhibiting p300-Dependent Acetylation of PGC-1α,Weilei Yao,2023,International Journal of Molecular Sciences,hargreaves2020,2023_Weilei-Yao_W4318814406.pdf,gold,team,2026-06-05
10.1038/s41598-023-50016-4,Biological sex does not influence the peak cardiac output response to twelve weeks of sprint interval training,William Bostad,2023,Scientific Reports,hargreaves2020,2023_William-Bostad_W4390262854.pdf,gold,team,2026-06-05
10.1016/j.arabjc.2023.105583,Enhanced anti-fatigue and exercise performances due to Huáng qí polysaccharide supplementation in mice,Yueching Wong,2023,Arabian Journal of Chemistry,hargreaves2020,2023_Wong_W4390146726.pdf,gold,team,2026-06-05
10.1016/j.molmet.2023.101814,ERRα fosters running endurance by driving myofiber aerobic transformation and fuel efficiency,Hui Xia,2023,Molecular Metabolism,hargreaves2020,2023_Xia_W4387374398.pdf,gold,team,2026-06-05
10.1101/2023.09.20.558627,A muscle hypertrophy-derived myokine reprograms the stromal vascular fractions differentiation towards thermogenic adipocytes in subcutaneous adipose tissue,Xiang‐Ping Yao,2023,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2023_Xiang-Ping-Yao_W4386953741.pdf,green,team,2026-06-05
10.21203/rs.3.rs-2924448/v1,Skeletal muscle-secreted DLPC orchestrates systemic energy homeostasis by enhancing adipose browning,Xiaodi Hu,2023,Research Square,hargreaves2020,2023_Xiaodi-Hu_W4380740862.pdf,green,team,2026-06-05
10.1038/s41467-023-43402-z,Skeletal muscle-secreted DLPC orchestrates systemic energy homeostasis by enhancing adipose browning,Xiaodi Hu,2023,Nature Communications,hargreaves2020,2023_Xiaodi-Hu_W4389160729.pdf,gold,team,2026-06-05
10.3389/fpsyt.2023.1199510,Comparing the efficacy of different types of exercise for the treatment and prevention of depression in youths: a systematic review and network meta-analysis,Yihan Zhang,2023,Frontiers in Psychiatry,hargreaves2020,2023_Yihan-Zhang_W4379231260.pdf,gold,team,2026-06-05
10.3390/nu15041047,Transcriptomics Dissection of Calorie Restriction and Exercise Training in Brown Adipose Tissue and Skeletal Muscle,Yonghao Feng,2023,Nutrients,hargreaves2020,2023_Yonghao-Feng_W4321377297.pdf,gold,team,2026-06-05
10.3390/nutraceuticals3020019,Creatine Supplementation Alleviates Fatigue after Exercise through Anti-Inflammatory Action in Skeletal Muscle and Brain,Yuma Yokota,2023,Nutraceuticals,hargreaves2020,2023_Yuma-Yokota_W4382204587.pdf,diamond,team,2026-06-05
10.30970/sbi.1701.703,Lactic acid as a systemic product and biomarker of physical load,Yuriy R. Boretsky,2023,Studia Biologica,hargreaves2020,2023_Yuriy-R-Boretsky_W4327919037.pdf,diamond,team,2026-06-05
10.3389/fimmu.2023.1176956,Creatine supplementation enhances anti-tumor immunity by promoting adenosine triphosphate production in macrophages,Zhenzi Peng,2023,Frontiers in Immunology,hargreaves2020,2023_Zhenzi-Peng_W4385986271.pdf,gold,team,2026-06-05
10.1101/2023.09.08.556874,Endocannabinoid and psychological responses to acute resistance exercise in trained and untrained adults,Zoe Sirotiak,2023,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2023_Zoe-Sirotiak_W4386741596.pdf,green,team,2026-06-05
10.1371/journal.pone.0291845,Endocannabinoid and psychological responses to acute resistance exercise in trained and untrained adults,Zoe Sirotiak,2023,PLoS ONE,hargreaves2020,2023_Zoe-Sirotiak_W4389235235.pdf,gold,team,2026-06-05
10.7752/jpes.2023.06171,,,2023,Journal of Physical Education and Sport,hargreaves2020,2023__W4385501874.pdf,diamond,team,2026-06-05
10.52667/2712-9179-2023-3-2-61-71,Genetic and Physiological Predictors of Bioenergetic Adaptation Skeletal Muscles in Athletes of Cyclic Sports,О. В. Балберова,2023,Personalized Psychiatry and Neurology,hargreaves2020,2023__W4388698225.pdf,hybrid,team,2026-06-05
10.3390/nu15153455,Males Have a Higher Energy Expenditure than Females during Squat Training,Indya del‐Cuerpo,2023,Nutrients,hargreaves2020,2023_delCuerpo_W4385577735.pdf,gold,team,2026-06-05
10.3389/fnut.2023.1331854,Athletes’ nutritional demands: a narrative review of nutritional requirements,Adam Tawfiq Amawi,2024,Frontiers in Nutrition,hargreaves2020,2024_Adam-Tawfiq-Amawi_W4390973681.pdf,gold,team,2026-06-05
10.1249/mss.0000000000003521,Time to Elicit Physiological and Exertional Vigorous Responses from Daily Living Activities: Setting Foundations of an Empirical Definition of VILPA,Matthew Ahmadi,2024,Medicine & Science in Sports & Exercise,hargreaves2020,2024_Ahmadi_W4401716209.pdf,hybrid,team,2026-06-05
10.33459/cbubesbd.1437354,Monokarboksil Taşıyıcı Proteinler ve Egzersizdeki Rolü,Ahmet Bayrak,2024,CBÜ Beden Eğitimi ve Spor Bilimleri Dergisi,hargreaves2020,2024_Ahmet-Bayrak_W4401091078.pdf,diamond,team,2026-06-05
10.1186/s10020-024-00850-7,The analysis of the skeletal muscle metabolism is crucial for designing optimal exercise paradigms in type 2 diabetes mellitus,Elias Abi Akar,2024,Molecular Medicine,hargreaves2020,2024_Akar_W4399497716.pdf,gold,team,2026-06-05
10.1101/2024.06.18.599546,The <i>Dlk1-Dio3</i> noncoding RNA cluster coordinately regulates mitochondrial respiration and chromatin structure to establish proper cell state for muscle differentiation,Amanda Pinheiro,2024,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2024_Amanda-Pinheiro_W4399929400.pdf,green,team,2026-06-05
10.1016/j.cmet.2023.12.021,The mitochondrial multi-omic response to exercise training across rat tissues,David Amar,2024,Cell Metabolism,hargreaves2020,2024_Amar_W4396578574.pdf,hybrid,team,2026-06-05
10.2337/dc23-2448,"Timing of Moderate to Vigorous Physical Activity, Mortality, Cardiovascular Disease, and Microvascular Disease in Adults With Obesity",Angelo Sabag,2024,Diabetes Care,hargreaves2020,2024_Angelo-Sabag_W4394604292.pdf,bronze,team,2026-06-05
10.1186/s40798-024-00705-9,"Effects of a 10-Week Exercise and Nutritional Intervention with Variable Dietary Carbohydrates and Glycaemic Indices on Substrate Metabolism, Glycogen Storage, and Endurance Performance in Men: A Rand",Anna Maria Moitzi,2024,Sports Medicine - Open,hargreaves2020,2024_Anna-Maria-Moitzi_W4394690116.pdf,gold,team,2026-06-05
10.1002/ejsc.12196,Metabolic profile in elite badminton match play and training drills,Antonia Edel,2024,European Journal of Sport Science,hargreaves2020,2024_Antonia-Edel_W4403349243.pdf,diamond,team,2026-06-05
10.5336/sportsci.2023-98722,The Role of Exercise in the Treatment of Hypertension: Traditional Review,Aslı Nur Bahar,2024,Turkiye Klinikleri Journal of Sports Sciences,hargreaves2020,2024_Asl-Nur-Bahar_W4392813033.pdf,diamond,team,2026-06-05
10.3390/jcdd11060161,The Effects of Exercise Training on Functional Capacity and Quality of Life in Patients with Rheumatoid Arthritis: A Systematic Review,Amalia Athanasiou,2024,Journal of Cardiovascular Development and Disease,hargreaves2020,2024_Athanasiou_W4398326484.pdf,gold,team,2026-06-05
10.1016/j.heliyon.2024.e32803,Green strength: The role of micronutrients in plant-based diets for athletic performance enhancement,Asma Ayaz,2024,Heliyon,hargreaves2020,2024_Ayaz_W4399589119.pdf,gold,team,2026-06-05
10.3390/jcm13020535,Analysis of Course of Changes in Blood Lactate Concentration in Response to Graded Exercise Test and Modified Wingate Test in Adolescent Road Cyclists,Bartosz Zając,2024,Journal of Clinical Medicine,hargreaves2020,2024_Bartosz-Zaj-c_W4390942044.pdf,gold,team,2026-06-05
10.1113/ep092156,Skeletal muscle fuel utilisation during exercise: A historical account of the Scandinavian involvement in the ‘Zuntz–Chauveau controversy’,Ronan M. G. Berg,2024,Experimental Physiology,hargreaves2020,2024_Berg_W4403550638.pdf,diamond,team,2026-06-05
10.3390/cells13141177,The Multiple Roles of Lactate in the Skeletal Muscle,Bianca Bartoloni,2024,Cells,hargreaves2020,2024_Bianca-Bartoloni_W4400532910.pdf,gold,team,2026-06-05
10.12680/balneo.2024.719,Effects of Physical Activity on Patients With Diabetes Type 2: A Systematic Review,Bojan Bjelica,2024,Balneo and PRM Research Journal,hargreaves2020,2024_Bojan-Bjelica_W4403468185.pdf,gold,team,2026-06-05
10.1159/000541169,Regulation of Skeletal Muscle Resistance Arteriolar Tone: Temporal Variability in Vascular Responses,Brayden D. Halvorson,2024,Journal of Vascular Research,hargreaves2020,2024_Brayden-D-Halvorson_W4403096521.pdf,green,team,2026-06-05
10.3390/ijms25031512,Mitochondrial Homeostasis Regulating Mitochondrial Number and Morphology Is a Distinguishing Feature of Skeletal Muscle Fiber Types in Marine Teleosts,Busu Li,2024,International Journal of Molecular Sciences,hargreaves2020,2024_Busu-Li_W4391262402.pdf,gold,team,2026-06-05
10.1016/j.lanwpc.2024.101100,Long-term exposure to PM2.5 chemical constituents and diabesity: evidence from a multi-center cohort study in China,Changwei Cai,2024,The Lancet Regional Health - Western Pacific,hargreaves2020,2024_Cai_W4399335009.pdf,gold,team,2026-06-05
10.1101/2024.10.10.613648,A novel <i>ex vivo</i> model of muscle contraction to measure muscle endocrine and paracrine signalling,Carole Dabadie,2024,bioRxiv (Cold Spring Harbor Laboratory),hargreaves2020,2024_Carole-Dabadie_W4403350322.pdf,green,team,2026-06-05
10.1002/jmri.29566,Reliability of In Vivo Creatine‐Weighted Chemical Exchange Saturation Transfer (<scp>CrCEST</scp>) <scp>MRI</scp> in Calf Skeletal Muscle of Healthy Volunteers at <scp>3 T</scp>,Kasturee Chakraborty,2024,Journal of Magnetic Resonance Imaging,hargreaves2020,2024_Chakraborty_W4402061421.pdf,bronze,team,2026-06-05
10.1002/ejsc.12107,Acute physiological responses of blood flow restriction between high‐intensity interval repetitions in trained cyclists,Charles F. Pugh,2024,European Journal of Sport Science,hargreaves2020,2024_Charles-F-Pugh_W4394714365.pdf,diamond,team,2026-06-05
10.21203/rs.3.rs-4552197/v1,EMG activity of abdominal muscles during isometric V-sit in athletes from diverse sports,Chia-Fen Wu,2024,Research Square,hargreaves2020,2024_Chia-Fen-Wu_W4400090737.pdf,green,team,2026-06-05
10.1080/15502783.2024.2416479,Antifatigue effect of okara protein hydrolysate supplementation during cycling exercise in men: a pre-post uncontrolled pilot study,Yu-Jou Chien,2024,Journal of the International Society of Sports Nutrition,hargreaves2020,2024_Chien_W4403516053.pdf,gold,team,2026-06-05
